Date Occurred ,Crime Description
11/30/2020,BURGLARY FROM MOTOR VEHICLE        
11/30/2020,CRIMINAL DAMAGE TO PROPERTY        
12/03/2020,CANCEL/SUSPEND/REVOKED REGISTRATION
11/29/2020,NO FRONT PLATE                     
12/10/2020,IMPOUNDED VEHICLE                  
12/10/2020,WARRANT-IN STATE                   
12/10/2020,SPEEDING (RADAR)                   
12/10/2020,DRIVING UNDER SUSPENDED LICENSE    
12/10/2020,IMPOUNDED VEHICLE                  
12/10/2020,CANCEL/SUSPEND/REVOKED REGISTRATION
11/21/2020,VOID FILE NUMBER                   
12/08/2020,BURGLARY RESIDENTIAL               
12/08/2020,POSSESSION STOLEN PROPERTY         
12/07/2020,VOID FILE NUMBER                   
1/31/2020 ,UNLAWFUL USE OF I.D.               
12/11/2020,VOID FILE NUMBER                   
12/13/2020,THEFT $500 AND UNDER               
12/06/2020,THEFT-RETAIL                       
12/06/2020,ASSAULT                            
12/03/2020,DECEPTIVE PRACTICES                
12/10/2020,BATTERY-DOMESTIC                   
12/10/2020,BATTERY-DOMESTIC                   
12/11/2020,ACCIDENT INVOLVING NON-INJURY      
12/11/2020,TRAFFIC SIGNAL VIOLATION           
12/09/2020,MISSING PERSON ADULT/MALE          
7/05/2020 ,CRIMINAL DAMAGE TO PROPERTY        
7/05/2020 ,AGG DISCHARGE OF FIREARM           
12/11/2020,OTHER TROUBLE/INFO RPT             
12/13/2020,DOMESTIC DISPUTE                   
12/13/2020,DOMESTIC DISPUTE                   
9/01/2020 ,UNLAWFUL USE OF I.D.               
3/09/2020 ,ACCIDENT INVOLVING INJURY          
3/09/2020 ,ACCIDENT HIT AND RUN               
3/16/2020 ,OBSTRUCTING IDENTIFICATION         
3/16/2020 ,MOTOR VEH ANTI-THEFT LAWS (MISDEMEA
3/16/2020 ,OBSTRUCTING JUSTICE                
3/16/2020 ,TRAFFIC SIGNAL VIOLATION           
3/16/2020 ,DRIVING UNDER SUSPENDED LICENSE    
3/16/2020 ,FORGERY                            
3/16/2020 ,ACCIDENT INVOLVING INJURY          
3/16/2020 ,ACCIDENT HIT AND RUN               
3/16/2020 ,ACCIDENT INVOLVING INJURY          
3/16/2020 ,TRAFFIC SIGNAL VIOLATION           
3/10/2020 ,SPEEDING (RADAR)                   
3/10/2020 ,SPEEDING (RADAR)                   
3/11/2020 ,BATTERY                            
3/17/2020 ,BATTERY-AGGRAVATED                 
3/17/2020 ,CRIMINAL DAMAGE TO PROPERTY        
3/16/2020 ,BURGLARY FROM MOTOR VEHICLE        
3/16/2020 ,CRIMINAL DAMAGE TO PROPERTY        
3/11/2020 ,SPEEDING (RADAR)                   
3/04/2020 ,SPEEDING (RADAR)                   
3/06/2020 ,SPEEDING (RADAR)                   
3/07/2020 ,SPEEDING (RADAR)                   
3/07/2020 ,FAILURE TO SIGNAL                  
3/01/2020 ,COMPUTER TAMPERING                 
3/18/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
3/18/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
3/18/2020 ,RECOVERED MISSING JUVENILE         
3/18/2020 ,BATTERY-DOMESTIC                   
3/21/2020 ,THEFT-MOTOR VEHICLE                
3/21/2020 ,THEFT $500 AND UNDER               
3/21/2020 ,BATTERY-DOMESTIC                   
3/15/2020 ,BURGLARY RESIDENTIAL               
5/22/2020 ,BATTERY -CITY                      
5/24/2020 ,AGG DISCHARGE OF FIREARM           
5/26/2020 ,ASSIST SICK & INJURED              
5/26/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
5/26/2020 ,AGG DISCHARGE OF FIREARM           
5/27/2020 ,MISSING PERSON ADULT/FEMALE        
5/26/2020 ,BATTERY-AGGRAVATED                 
5/26/2020 ,WARRANT-IN STATE                   
5/27/2020 ,DEATH INVESTIGATION                
5/26/2020 ,CRIMINAL DAMAGE TO PROPERTY        
5/27/2020 ,VOID FILE NUMBER                   
5/15/2020 ,SPEEDING (RADAR)                   
5/15/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
5/28/2020 ,FIELD INTERVIEW                    
5/28/2020 ,CRISIS INTERVEN. - OTHER           
5/23/2020 ,FIELD INTERVIEW                    
5/23/2020 ,CRISIS INTERVEN. - ALCOHOL         
5/23/2020 ,BATTERY-DOMESTIC                   
5/11/2020 ,REVENGE PORNOGRAPHY                
5/11/2020 ,HARASSMENT BY ELECTRONIC COMMUNICAT
5/26/2020 ,DISPOSAL ON PUBLIC WAYS            
5/31/2020 ,MISSING PERSON ADULT/FEMALE        
5/29/2020 ,BATTERY-DOMESTIC                   
5/30/2020 ,HEROIN OVERDOSE                    
5/30/2020 ,ASSAULT-AGGRAVATED                 
5/26/2020 ,ACCIDENT HIT AND RUN               
5/26/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
5/26/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/14/2020 ,SPEEDING (RADAR)                   
5/08/2020 ,THEFT OVER $500                    
5/16/2020 ,NO FRONT PLATE                     
5/28/2020 ,ROBBERY-ARMED                      
5/06/2020 ,THEFT-MOTOR VEHICLE                
5/06/2020 ,DECEPTIVE PRACTICES                
3/07/2020 ,FRAUD-DECEPTION                    
5/30/2020 ,IMPOUNDED VEHICLE                  
5/30/2020 ,ACCIDENT HIT AND RUN               
5/30/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/30/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
5/30/2020 ,IMPOUNDED VEHICLE                  
5/31/2020 ,MOB ACTION                         
5/31/2020 ,BURGLARY                           
5/31/2020 ,THEFT-RETAIL                       
5/01/2020 ,THEFT OVER $500                    
5/29/2020 ,BATTERY-AGG DOMESTIC               
5/28/2020 ,CRISIS INTERVEN. - ALCOHOL         
5/28/2020 ,ASSIST SICK & INJURED              
5/28/2020 ,USE OF FORCE BY OFFICER            
5/30/2020 ,BREATH ALCOHOL OVER LIMIT          
5/30/2020 ,DRIVING UNDER SUSPENDED LICENSE    
5/30/2020 ,IMPROPER LANE USAGE                
5/30/2020 ,IMPOUNDED VEHICLE                  
5/30/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/30/2020 ,DRIVING UNDER THE INFL-ALCOHOL     
5/15/2020 ,BATTERY-AGGRAVATED                 
5/17/2020 ,MISSING PERSON ADULT/MALE          
5/17/2020 ,ENDANG LIFE/HEALTH OF CHILD        
5/17/2020 ,DOMESTIC DISPUTE                   
5/17/2020 ,DISORDERLY CONDUCT                 
5/13/2020 ,FIELD INTERVIEW                    
5/17/2020 ,FIELD INTERVIEW                    
5/21/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
5/21/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/20/2020 ,PEDESTRIAN STOPS                   
4/30/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/22/2020 ,ASSAULT-AGGRAVATED                 
5/22/2020 ,BATTERY-AGGRAVATED                 
5/20/2020 ,THEFT $500 AND UNDER               
5/22/2020 ,BATTERY-DOMESTIC                   
5/22/2020 ,CRIMINAL DAMAGE TO PROPERTY        
5/26/2020 ,FOUND ARTICLES                     
5/25/2020 ,BATTERY-AGGRAVATED                 
5/21/2020 ,MISSING PERSON ADULT/FEMALE        
5/25/2020 ,BATTERY-DOMESTIC                   
5/14/2020 ,BURGLARY FROM MOTOR VEHICLE        
7/17/2020 ,CRISIS INTERVEN. - SUICIDE IDEATION
5/06/2020 ,CRIMINAL DAMAGE TO PROPERTY        
7/10/2020 ,FIELD INTERVIEW                    
7/19/2020 ,DOMESTIC DISPUTE                   
7/19/2020 ,DOMESTIC DISPUTE                   
7/19/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
6/30/2020 ,UNLAWFUL USE OF WEAPONS            
6/30/2020 ,AGG DISCHARGE OF FIREARM           
3/10/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
3/07/2020 ,THEFT-RETAIL                       
3/09/2020 ,THEFT-MOTOR VEHICLE                
3/09/2020 ,THEFT FROM MOTOR VEHICLE           
3/09/2020 ,CRIMINAL DAMAGE TO PROPERTY        
3/12/2020 ,LOST ARTICLES                      
3/12/2020 ,LOST ARTICLES                      
3/10/2020 ,THEFT OVER $500                    
3/12/2020 ,BATTERY-AGGRAVATED                 
3/12/2020 ,BATTERY-AGGRAVATED                 
3/12/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
3/12/2020 ,PROBATION VIOLATION                
3/10/2020 ,BURGLARY FROM MOTOR VEHICLE        
3/13/2020 ,THEFT-RETAIL                       
3/13/2020 ,BATTERY                            
3/13/2020 ,BATTERY                            
3/13/2020 ,BATTERY                            
3/13/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
3/09/2020 ,THEFT $500 AND UNDER               
3/15/2020 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
3/11/2020 ,CRISIS INTERVEN. - SUICIDE IDEATION
3/11/2020 ,FIELD INTERVIEW                    
3/14/2020 ,THEFT-MOTOR VEHICLE                
3/16/2020 ,FOUND ARTICLES                     
2/21/2020 ,FOUND ARTICLES                     
3/15/2020 ,THEFT-RETAIL                       
5/18/2020 ,MISSING PERSON ADULT/FEMALE        
5/18/2020 ,TRESPASS TO LAND/REAL PROPERTY     
5/12/2020 ,FIREWORKS -CITY                    
2/22/2020 ,PEDESTRIAN STOPS                   
2/01/2020 ,PEDESTRIAN STOPS                   
7/25/2020 ,UNLAWFUL USE OF I.D.               
1/01/2020 ,CRIMINAL DAMAGE TO PROPERTY        
1/02/2020 ,ACCIDENT INVOLVING NON-INJURY      
1/02/2020 ,FAILURE TO YIELD TURNING LEFT      
1/02/2020 ,THEFT $500 AND UNDER               
1/01/2020 ,WARRANT-IN STATE                   
1/03/2020 ,FORGERY                            
1/03/2020 ,SEXUAL ABUSE-CRIMINAL              
1/03/2020 ,SEXUAL ABUSE-CRIMINAL              
1/04/2020 ,CRIMINAL DAMAGE TO PROPERTY        
1/04/2020 ,BATTERY-DOMESTIC                   
1/05/2020 ,ASSIST SICK & INJURED              
1/02/2020 ,MISSING PERSON ADULT/MALE          
1/05/2020 ,THEFT $500 AND UNDER               
1/05/2020 ,WARRANT-IN STATE                   
1/04/2020 ,WARRANT-IN STATE                   
1/05/2020 ,BURGLARY RESIDENTIAL               
1/05/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
1/05/2020 ,FIELD INTERVIEW                    
2/04/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
2/04/2020 ,FIELD INTERVIEW                    
2/10/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
2/07/2020 ,ACCIDENT HIT AND RUN               
2/07/2020 ,ACCIDENT INVOLVING NON-INJURY      
2/11/2020 ,SPEEDING (RADAR)                   
2/11/2020 ,DRIVING UNDER SUSPENDED LICENSE    
2/11/2020 ,IMPOUNDED VEHICLE                  
3/13/2020 ,ACCIDENT INVOLVING NON-INJURY      
3/13/2020 ,IMPROPER TURN-NOT AT INTERSECTION  
3/13/2020 ,ACCIDENT INVOLVING NON-INJURY      
3/13/2020 ,TRAFFIC SIGNAL VIOLATION           
3/15/2020 ,ASSIST SICK & INJURED              
3/14/2020 ,BATTERY-AGGRAVATED                 
3/14/2020 ,BATTERY-AGG DOMESTIC               
3/14/2020 ,THEFT-MOTOR VEHICLE                
3/15/2020 ,CRIMINAL DAMAGE TO PROPERTY        
3/15/2020 ,AGG DISCHARGE OF FIREARM           
3/15/2020 ,ASSAULT-AGGRAVATED                 
3/16/2020 ,FOUND ARTICLES                     
3/16/2020 ,FOUND ARTICLES                     
3/11/2020 ,ACCIDENT HIT AND RUN               
3/11/2020 ,ACCIDENT INVOLVING NON-INJURY      
3/11/2020 ,ACCIDENT W/NON-VEH PROP DAMAGE     
3/11/2020 ,ACCIDENT ON PRIVATE PROPERTY       
3/16/2020 ,THEFT-IDENTITY                     
3/16/2020 ,DECEPTIVE PRACTICES                
5/16/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
5/13/2020 ,DECEPTIVE PRACTICES                
5/13/2020 ,THEFT OVER $500                    
5/18/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
4/05/2020 ,REVENGE PORNOGRAPHY                
5/18/2020 ,BATTERY-DOMESTIC                   
5/08/2020 ,FIELD INTERVIEW                    
5/08/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
5/17/2020 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
5/17/2020 ,FIELD INTERVIEW                    
3/17/2020 ,FRAUD-CREDIT CARD                  
3/17/2020 ,BATTERY-DOMESTIC                   
3/21/2020 ,BATTERY-DOMESTIC                   
3/21/2020 ,BATTERY-DOMESTIC                   
3/21/2020 ,ACCIDENT INVOLVING OTHER CITY PROP 
3/21/2020 ,TRAFFIC SIGNAL VIOLATION           
3/21/2020 ,ACCIDENT INVOLVING INJURY          
3/21/2020 ,BATTERY-AGG DOMESTIC               
3/21/2020 ,CRIMINAL DAMAGE TO PROPERTY        
3/21/2020 ,DRIVING UNDER SUSPENDED LICENSE    
3/21/2020 ,RECKLESS DRIVING                   
3/22/2020 ,HOME INVASION                      
3/22/2020 ,BURGLARY RESIDENTIAL               
3/22/2020 ,ASSAULT-AGGRAVATED                 
3/22/2020 ,ASSAULT-AGGRAVATED                 
3/22/2020 ,OBSTRUCTING JUSTICE                
5/25/2020 ,BATTERY-DOMESTIC                   
5/25/2020 ,BATTERY-DOMESTIC                   
5/25/2020 ,CRIMINAL DAMAGE TO PROPERTY        
5/25/2020 ,DOMESTIC DISPUTE                   
5/25/2020 ,DOMESTIC DISPUTE                   
5/22/2020 ,THEFT $500 AND UNDER               
5/28/2020 ,NO VALID DL DRIVERS LICENSE        
5/28/2020 ,DEL/MANUF CANNABIS OVER 30 G -FEL  
5/28/2020 ,UNLAWFUL POSS/USE WEAPON BY FELON  
5/25/2020 ,ACCIDENT HIT AND RUN               
5/25/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/14/2020 ,SPEEDING (RADAR)                   
5/16/2020 ,EXPIRED REGISTRATION               
5/31/2020 ,BATTERY-DOMESTIC                   
5/31/2020 ,VIOLATION OF BAIL BOND             
5/31/2020 ,WARRANT-IN STATE                   
5/31/2020 ,USE OF FORCE BY OFFICER            
5/31/2020 ,FIELD INTERVIEW                    
6/02/2020 ,FIELD INTERVIEW                    
7/23/2020 ,CRIMINAL DAMAGE TO PROPERTY        
7/23/2020 ,THEFT $500 AND UNDER               
7/20/2020 ,FORGERY                            
7/25/2020 ,BATTERY-DOMESTIC                   
7/25/2020 ,WARRANT-IN STATE                   
7/24/2020 ,BURGLARY FROM MOTOR VEHICLE        
7/22/2020 ,DRIVING UNDER SUSPENDED LICENSE    
7/22/2020 ,IMPOUNDED VEHICLE                  
7/22/2020 ,ACCIDENT INVOLVING INJURY          
7/22/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
7/22/2020 ,FAILURE TO REDUCE SPEED            
7/12/2020 ,THEFT $500 AND UNDER               
7/19/2020 ,SPEEDING (RADAR)                   
7/24/2020 ,WARRANT-IN STATE                   
7/24/2020 ,PROPERTY FORFEITURE-MAINTAIN PUBLIC
7/24/2020 ,USE OF FORCE BY OFFICER            
7/24/2020 ,CONTROLLED SUBSTANCE-POSSESSION    
7/27/2020 ,HARASSMENT BY TELEPHONE            
7/28/2020 ,BATTERY                            
7/28/2020 ,TRESPASS-RESIDENCE                 
7/25/2020 ,MOB ACTION                         
7/25/2020 ,DISORDERLY CONDUCT-ALL OTHER       
7/25/2020 ,HIT AND RUN                        
5/15/2020 ,THEFT $500 AND UNDER               
5/31/2020 ,BURGLARY                           
5/31/2020 ,BATTERY-AGGRAVATED                 
5/31/2020 ,USE OF FORCE BY OFFICER            
5/31/2020 ,MOB ACTION                         
5/31/2020 ,BURGLARY                           
5/31/2020 ,CRIMINAL DAMAGE TO PROPERTY        
5/31/2020 ,THEFT OVER $500                    
6/01/2020 ,WARRANT-IN STATE                   
6/02/2020 ,CONTROLLED SUBSTANCE-POSSESSION    
6/01/2020 ,UNLAWFUL USE OF WEAPONS            
6/01/2020 ,ASSAULT-AGGRAVATED                 
6/01/2020 ,ASSAULT-AGGRAVATED                 
6/02/2020 ,BURGLARY RESIDENTIAL               
5/24/2020 ,AGG DISCHARGE OF FIREARM           
7/25/2020 ,CRIMINAL DAMAGE TO PROPERTY        
7/25/2020 ,BATTERY-DOMESTIC                   
7/25/2020 ,BATTERY-DOMESTIC                   
7/22/2020 ,DISORDERLY CONDUCT-ALL OTHER       
7/24/2020 ,CRISIS INTERVEN. - SUICIDE IDEATION
7/25/2020 ,FOUND ARTICLES                     
6/10/2020 ,THEFT OVER $500                    
7/17/2020 ,TRAFFIC SIGN VIOLATION             
7/25/2020 ,BATTERY-AGGRAVATED                 
7/25/2020 ,RECKLESS DISCHARGE OF A FIREARM    
7/25/2020 ,MISSING PERSON ADULT/FEMALE        
7/24/2020 ,AGG DISCHARGE OF FIREARM           
7/20/2020 ,THEFT-IDENTITY                     
7/28/2020 ,THEFT-MOTOR VEHICLE                
7/18/2020 ,NO VALID DL DRIVERS LICENSE        
7/18/2020 ,ACCIDENT INVOLVING INJURY          
7/18/2020 ,ACCIDENT HIT AND RUN               
7/18/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
7/18/2020 ,LEAVING SCENE INJURY ACCIDENT      
7/18/2020 ,DRIVING UNDER REVOKED LICENSE      
7/18/2020 ,FAILURE TO REDUCE SPEED            
7/18/2020 ,IMPOUNDED VEHICLE                  
7/15/2020 ,ACCIDENT INVOLVING INJURY          
7/15/2020 ,FAILURE TO YIELD TURNING LEFT      
7/18/2020 ,ACCIDENT INVOLVING NON-INJURY      
7/05/2020 ,OTHER TROUBLE/INFO RPT             
7/21/2020 ,TERRY STOPS                        
7/21/2020 ,NO VALID DL DRIVERS LICENSE        
7/21/2020 ,IMPOUNDED VEHICLE                  
7/21/2020 ,PEDESTRIAN STOPS                   
7/20/2020 ,BATTERY-DOMESTIC                   
7/19/2020 ,THEFT OVER $500                    
7/17/2020 ,THEFT-MOTOR VEHICLE                
7/20/2020 ,FIELD INTERVIEW                    
7/22/2020 ,BATTERY-DOMESTIC                   
7/22/2020 ,BATTERY-DOMESTIC                   
7/21/2020 ,MISSING PERSON ADULT/FEMALE        
7/19/2020 ,WARRANT-IN STATE                   
7/20/2020 ,NO TAILLIGHTS                      
7/20/2020 ,IMPROPER LIGHTING/ONE HEADLIGHT    
6/25/2020 ,DECEPTIVE PRACTICES                
7/21/2020 ,CRIMINAL DAMAGE TO PROPERTY        
7/23/2020 ,VIOLATION ORDER PROTECTION         
5/01/2020 ,FIELD INTERVIEW                    
5/19/2020 ,FOUND ARTICLES                     
5/20/2020 ,THEFT-MOTOR VEHICLE                
5/20/2020 ,AGG DISCHARGE OF FIREARM           
5/20/2020 ,DEL/MANUF CANNABIS 10 G - 30 G -FEL
5/20/2020 ,POSSESSION W/INTENT TO DELIVER     
5/20/2020 ,PROPERTY FORFEITURE-MAINTAIN PUBLIC
5/20/2020 ,SEARCH WARRANT SERVICE             
5/20/2020 ,NO VALID DL DRIVERS LICENSE        
5/20/2020 ,TRESPASS-VEHICLE                   
5/21/2020 ,MISSING PERSON ADULT/FEMALE        
5/21/2020 ,MOB ACTION                         
5/21/2020 ,BATTERY-AGGRAVATED                 
5/23/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/23/2020 ,IMPROPER LANE USAGE                
5/22/2020 ,FIELD INTERVIEW                    
5/23/2020 ,FIELD INTERVIEW                    
4/25/2020 ,ACCIDENT HIT AND RUN               
4/25/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/16/2020 ,ACCIDENT HIT AND RUN               
5/16/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/21/2020 ,AGG DISCHARGE OF FIREARM           
5/23/2020 ,VOID FILE NUMBER                   
5/22/2020 ,CRIMINAL DAMAGE TO PROPERTY        
5/22/2020 ,INTERFER W/REPORT DOM VIOLENCE     
5/22/2020 ,BATTERY-DOMESTIC                   
5/22/2020 ,INTERFER W/REPORT DOM VIOLENCE     
5/22/2020 ,BATTERY-DOMESTIC                   
5/24/2020 ,BATTERY                            
5/17/2020 ,FIELD INTERVIEW                    
5/19/2020 ,DISORDERLY CONDUCT-ALL OTHER       
5/14/2020 ,BATTERY-AGGRAVATED                 
5/20/2020 ,MISSING PERSON ADULT/FEMALE        
5/21/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
5/21/2020 ,FLEEING OR ATTEMPT TO ELUDE POLICE 
5/21/2020 ,POSSESSION OF STOLEN FIREARM       
5/21/2020 ,NO FRONT PLATE                     
5/21/2020 ,AGGR UNLAWFUL USE OF WEAPON        
5/21/2020 ,USE OF FORCE BY OFFICER            
5/21/2020 ,CONTROLLED SUBSTANCE-MANUF-INTENT  
5/21/2020 ,RESIST/OBS CORRECT/POLICE/FIRE     
5/21/2020 ,IMPOUNDED VEHICLE                  
5/21/2020 ,ARMED VIOLENCE                     
5/21/2020 ,BURGLARY FROM MOTOR VEHICLE        
5/18/2020 ,OTHER TROUBLE/INFO RPT             
5/12/2020 ,HARASSMENT BY ELECTRONIC COMMUNICAT
5/23/2020 ,CONTROLLED SUBSTANCE-POSSESSION    
5/23/2020 ,CONTROLLED SUBSTANCE-LOOK-ALIKE    
5/23/2020 ,FLEEING OR ATTEMPT TO ELUDE POLICE 
5/23/2020 ,TRAFFIC SIGNAL VIOLATION           
5/23/2020 ,IMPOUNDED VEHICLE                  
5/23/2020 ,FIELD INTERVIEW                    
5/22/2020 ,FIELD INTERVIEW                    
5/26/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/26/2020 ,NO VALID DL DRIVERS LICENSE        
5/26/2020 ,IMPOUNDED VEHICLE                  
5/21/2020 ,BATTERY                            
5/21/2020 ,BATTERY                            
2/11/2020 ,THEFT $500 AND UNDER               
2/10/2020 ,BATTERY-DOMESTIC                   
2/09/2020 ,THEFT $500 AND UNDER               
2/10/2020 ,CRISIS INTERVEN. - ALCOHOL         
2/10/2020 ,ASSIST SICK & INJURED              
2/11/2020 ,THEFT-MOTOR VEHICLE                
2/11/2020 ,HOME INVASION                      
2/11/2020 ,BATTERY-DOMESTIC                   
2/10/2020 ,ACCIDENT INVOLVING NON-INJURY      
2/10/2020 ,ACCIDENT HIT AND RUN               
2/11/2020 ,ACCIDENT INVOLVING NON-INJURY      
2/11/2020 ,FAILURE TO REDUCE SPEED            
2/11/2020 ,HEROIN OVERDOSE                    
2/11/2020 ,BURGLARY                           
2/03/2020 ,NO FRONT PLATE                     
2/03/2020 ,NO TAILLIGHTS                      
2/11/2020 ,DEATH INVESTIGATION                
2/12/2020 ,VIOLATION ORDER PROTECTION         
2/15/2020 ,IMPROPER LANE USAGE-ONE-WAY ST     
2/15/2020 ,IMPOUNDED VEHICLE                  
2/15/2020 ,FLEEING OR ATTEMPT TO ELUDE POLICE 
2/15/2020 ,SPEEDING (RADAR)                   
2/15/2020 ,TRAFFIC SIGN VIOLATION             
3/16/2020 ,THEFT $500 AND UNDER               
3/16/2020 ,ACCIDENT INVOLVING NON-INJURY      
3/13/2020 ,ACCIDENT INVOLVING NON-INJURY      
3/13/2020 ,FAILURE TO REDUCE SPEED            
3/14/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
3/14/2020 ,ACCIDENT INVOLVING OTHER CITY PROP 
5/16/2020 ,SEAT BELT-DRIVER & PASSENGER       
5/17/2020 ,NO FRONT PLATE                     
5/18/2020 ,NO VALID DL DRIVERS LICENSE        
5/18/2020 ,UNSAFE MOVEMENT ON ROADWAY         
5/30/2020 ,IMPOUNDED VEHICLE                  
5/30/2020 ,IMPROPER LANE USAGE                
5/30/2020 ,NO VALID DL LICENSE CLASSIFICATION 
5/26/2020 ,NON-CONSENSUAL DISS SEX IMAGES     
5/31/2020 ,HEROIN OVERDOSE                    
5/28/2020 ,SUICIDE THREAT-NO ATTEMPT          
5/28/2020 ,CRISIS INTERVEN. - SUICIDE IDEATION
5/29/2020 ,FAILURE TO REDUCE SPEED            
5/29/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/30/2020 ,BATTERY-DOMESTIC                   
5/31/2020 ,MOB ACTION                         
5/31/2020 ,BATTERY-AGGRAVATED                 
5/29/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
5/31/2020 ,TRESPASS TO LAND/REAL PROPERTY     
5/31/2020 ,POSSESSION STOLEN PROPERTY         
5/31/2020 ,BURGLARY                           
6/01/2020 ,FIELD INTERVIEW                    
6/02/2020 ,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN
6/02/2020 ,AGGR UNLAWFUL USE OF WEAPON        
6/02/2020 ,ASSAULT                            
6/02/2020 ,AGG DISCHARGE OF FIREARM           
6/02/2020 ,DOMESTIC DISPUTE                   
7/24/2020 ,RESIST/OBS CORRECT/POLICE/FIRE     
7/23/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
7/24/2020 ,DISORDERLY CONDUCT-ALL OTHER       
7/14/2020 ,BATTERY-DOMESTIC                   
7/14/2020 ,BATTERY-DOMESTIC                   
7/26/2020 ,BURGLARY FROM MOTOR VEHICLE        
7/27/2020 ,BATTERY-AGGRAVATED                 
7/28/2020 ,SUICIDE ATTEMPT/DRUGS              
7/28/2020 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
7/28/2020 ,BATTERY-DOMESTIC                   
7/28/2020 ,THEFT $500 AND UNDER               
7/28/2020 ,ACCIDENT INVOLVING NON-INJURY      
7/28/2020 ,FAILURE TO YIELD TURNING LEFT      
7/20/2020 ,ACCIDENT INVOLVING NON-INJURY      
7/20/2020 ,ACCIDENT HIT AND RUN               
7/25/2020 ,BURGLARY FROM MOTOR VEHICLE        
7/28/2020 ,THEFT OVER $500                    
9/03/2020 ,WARRANT-IN STATE                   
9/06/2020 ,TRESPASS-RESIDENCE                 
9/06/2020 ,CRIMINAL DAMAGE TO PROPERTY        
2/15/2020 ,UNLAWFUL USE OF I.D.               
9/09/2020 ,DRIVING UNDER SUSPENDED LICENSE    
9/09/2020 ,IMPOUNDED VEHICLE                  
9/09/2020 ,PEDESTRIAN STOPS                   
9/09/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
9/09/2020 ,TERRY STOPS                        
9/06/2020 ,BATTERY-DOMESTIC                   
9/06/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
9/08/2020 ,THEFT OVER $500                    
9/11/2020 ,ASSAULT-AGGRAVATED                 
9/11/2020 ,UNLAWFUL USE OF WEAPONS            
9/11/2020 ,IMPOUNDED VEHICLE                  
7/28/2020 ,SEARCH WARRANT SERVICE             
7/30/2020 ,UNLAWFUL VISITATION INTERFERENCE   
7/13/2020 ,THEFT $500 AND UNDER               
9/05/2020 ,ACCIDENT INVOLVING NON-INJURY      
9/05/2020 ,FAILURE TO REDUCE SPEED            
9/05/2020 ,VIOLATION ORDER PROTECTION         
9/08/2020 ,SEX OFFENDER-ADDRESS VERIFICATION  
9/08/2020 ,SEX OFFENDER-ADDRESS VERIFICATION  
9/08/2020 ,SEX OFFENDER-ADDRESS VERIFICATION  
9/03/2020 ,BURGLARY FROM MOTOR VEHICLE        
9/09/2020 ,THEFT OVER $500                    
9/08/2020 ,THEFT $500 AND UNDER               
8/27/2020 ,FIELD INTERVIEW                    
4/29/2020 ,THEFT-IDENTITY                     
4/29/2020 ,THEFT $500 AND UNDER               
4/29/2020 ,DECEPTIVE PRACTICES                
9/10/2020 ,THEFT-MOTOR VEHICLE                
9/10/2020 ,CRIMINAL DAMAGE TO PROPERTY        
9/09/2020 ,SEX OFFENDER-ADDRESS VERIFICATION  
8/27/2020 ,THEFT OVER $500                    
10/12/2020,THEFT OVER $500                    
10/02/2020,KEEPING DANGEROUS ANIMALS          
