Date Occurred ,Crime Description
6/03/2021 ,SPEEDING (RADAR)                   
6/05/2021 ,TRAFFIC SIGN VIOLATION             
6/07/2021 ,ACCIDENT INVOLVING NON-INJURY      
6/07/2021 ,ACCIDENT INVOLVING BICYLE          
6/07/2021 ,ACCIDENT HIT AND RUN               
6/22/2021 ,UNLAWFUL USE OF WEAPONS            
6/22/2021 ,RESIST/OBS CORRECT/POLICE/FIRE     
6/22/2021 ,USE OF FORCE BY OFFICER            
6/22/2021 ,CRIMINAL DAMAGE TO PROPERTY        
6/22/2021 ,THEFT-RETAIL                       
6/22/2021 ,ASSAULT-AGGRAVATED                 
6/24/2021 ,TRESPASS TO LAND/REAL PROPERTY     
5/02/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/06/2021 ,ASSAULT-AGGRAVATED                 
5/06/2021 ,UNLAWFUL USE OF WEAPONS            
5/06/2021 ,IMPOUNDED VEHICLE                  
5/06/2021 ,USE OF FORCE BY OFFICER            
6/23/2021 ,IMPOUNDED VEHICLE                  
6/21/2021 ,BATTERY-DOMESTIC                   
6/22/2021 ,CRIMINAL DAMAGE TO PROPERTY        
6/23/2021 ,FOUND ARTICLES                     
6/13/2021 ,DECEPTIVE PRACTICES                
6/23/2021 ,SEXUAL ABUSE-AGGRAVATED            
6/09/2021 ,THEFT $500 AND UNDER               
6/24/2021 ,ACCIDENT INVOLVING NON-INJURY      
6/24/2021 ,NO VALID DL DRIVERS LICENSE        
6/24/2021 ,FAILURE TO REDUCE SPEED            
6/24/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
6/24/2021 ,IMPOUNDED VEHICLE                  
6/03/2021 ,SPEEDING (RADAR)                   
3/20/2021 ,UNLAWFUL USE OF I.D.               
3/20/2021 ,UNLAWFUL USE OF I.D.               
6/24/2021 ,ACCIDENT INVOLVING NON-INJURY      
6/24/2021 ,HIT AND RUN                        
6/24/2021 ,ACCIDENT HIT AND RUN               
6/24/2021 ,ACCIDENT ON PRIVATE PROPERTY       
6/24/2021 ,IMPOUNDED VEHICLE                  
6/25/2021 ,THEFT $500 AND UNDER               
6/27/2021 ,ACCIDENT INVOLVING NON-INJURY      
6/27/2021 ,FAILURE TO REDUCE SPEED            
6/27/2021 ,FAILURE TO REDUCE SPEED            
5/19/2021 ,                                   
5/21/2021 ,LOST ARTICLES                      
5/22/2021 ,AGG DISCHARGE OF FIREARM           
5/22/2021 ,ASSAULT-AGGRAVATED                 
5/22/2021 ,CRIMINAL DAMAGE TO PROPERTY        
5/23/2021 ,THEFT $500 AND UNDER               
5/23/2021 ,DOMESTIC DISPUTE                   
5/23/2021 ,DOMESTIC DISPUTE                   
5/15/2021 ,ACCIDENT ON PRIVATE PROPERTY       
5/15/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/15/2021 ,ACCIDENT HIT AND RUN               
5/23/2021 ,BATTERY-DOMESTIC                   
5/21/2021 ,BATTERY-DOMESTIC                   
5/21/2021 ,BATTERY-DOMESTIC                   
5/22/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/22/2021 ,ACCIDENT HIT AND RUN               
5/22/2021 ,ACCIDENT ON PRIVATE PROPERTY       
1/01/2021 ,IMPOUNDED VEHICLE                  
1/01/2021 ,ACCIDENT HIT AND RUN               
1/01/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/25/2021 ,BURGLARY FROM MOTOR VEHICLE        
2/25/2021 ,RECOVERED PROPERTY ONLY            
2/26/2021 ,BATTERY-DOMESTIC                   
2/26/2021 ,BATTERY-DOMESTIC                   
2/26/2021 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
2/26/2021 ,CRISIS INTERVEN. - SUICIDE IDEATION
2/26/2021 ,ACCIDENT INVOLVING OTHER CITY PROP 
2/26/2021 ,ACCIDENT INVOLVING INJURY          
2/26/2021 ,NO VALID DL DRIVERS LICENSE        
4/29/2021 ,THEFT GENERALLY                    
5/01/2021 ,BATTERY-DOMESTIC                   
5/01/2021 ,BATTERY-DOMESTIC                   
5/01/2021 ,FIGHTING                           
5/02/2021 ,DEATH INVESTIGATION                
4/24/2021 ,FIELD INTERVIEW                    
5/01/2021 ,LOST DRIVERS LICENSE/PLATE         
5/04/2021 ,FOUND ARTICLES                     
5/03/2021 ,TELEPHONE THREAT                   
6/23/2021 ,CRISIS INTERVEN. - SUICIDE IDEATION
6/24/2021 ,ACCIDENT INVOLVING OTHER CITY PROP 
6/24/2021 ,ACCIDENT INVOLVING NON-INJURY      
6/24/2021 ,ENDANG LIFE/HEALTH OF CHILD        
6/24/2021 ,BATTERY                            
6/25/2021 ,BATTERY                            
6/25/2021 ,DOMESTIC DISPUTE                   
6/25/2021 ,DOMESTIC DISPUTE                   
6/27/2021 ,DEATH INVESTIGATION                
6/26/2021 ,THEFT OF MOTOR VEH PARTS & ACCESS  
6/25/2021 ,FAILURE TO REDUCE SPEED            
6/25/2021 ,ACCIDENT INVOLVING NON-INJURY      
6/25/2021 ,FAILURE TO YIELD FROM STOP SIGN    
6/25/2021 ,ACCIDENT INVOLVING INJURY          
6/18/2021 ,TRAFFIC SIGNAL VIOLATION           
6/26/2021 ,CRISIS INTERVEN. - DRUGS           
6/26/2021 ,ASSIST SICK & INJURED              
5/01/2021 ,THEFT-MOTOR VEHICLE                
1/24/2021 ,THEFT OVER $500                    
1/25/2021 ,BURGLARY FROM MOTOR VEHICLE        
3/08/2021 ,IMPOUNDED VEHICLE                  
3/06/2021 ,CRIMINAL DAMAGE TO PROPERTY        
3/06/2021 ,BATTERY-DOMESTIC                   
3/06/2021 ,CONTROLLED SUBSTANCE-POSSESSION    
3/06/2021 ,CONTROLLED SUBSTANCE-LOOK-ALIKE    
3/02/2021 ,FOUND ARTICLES                     
3/05/2021 ,BURGLARY RESIDENTIAL               
3/05/2021 ,CRIMINAL DAMAGE TO PROPERTY        
3/06/2021 ,CRISIS INTERVEN. - MENTAL ILLNESS  
3/05/2021 ,ACCIDENT HIT AND RUN               
3/05/2021 ,LEAVING THE SCENE OF AN ACCIDENT   
3/05/2021 ,ACCIDENT INVOLVING NON-INJURY      
3/05/2021 ,FAILURE TO REDUCE SPEED            
3/08/2021 ,BURGLARY RESIDENTIAL               
3/08/2021 ,WARRANT-IN STATE                   
3/01/2021 ,CRISIS INTERVEN. - MENTAL ILLNESS  
3/01/2021 ,FIELD INTERVIEW                    
3/06/2021 ,TRAFFIC SIGN VIOLATION             
3/07/2021 ,IMPROPER LIGHTING/ONE HEADLIGHT    
3/07/2021 ,D/L NOT ON PERSON                  
3/09/2021 ,DOMESTIC DISPUTE                   
3/09/2021 ,ACCIDENT INVOLVING NON-INJURY      
3/09/2021 ,RECKLESS CONDUCT                   
3/09/2021 ,DRIVING UNDER SUSPENDED LICENSE    
3/09/2021 ,ACCIDENT ON PRIVATE PROPERTY       
3/09/2021 ,ACCIDENT W/NON-VEH PROP DAMAGE     
3/09/2021 ,IMPOUNDED VEHICLE                  
3/10/2021 ,DISORDERLY CONDUCT-ALL OTHER       
3/10/2021 ,HOME INVASION                      
3/19/2021 ,UNLAWFUL USE OF I.D.               
3/19/2021 ,UNLAWFUL USE OF I.D.               
6/26/2021 ,ACCIDENT INVOLVING NON-INJURY      
6/26/2021 ,NO VALID DL DRIVERS LICENSE        
6/26/2021 ,TRAFFIC SIGNAL VIOLATION           
6/26/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
6/26/2021 ,IMPOUNDED VEHICLE                  
6/27/2021 ,ACCIDENT W/NON-VEH PROP DAMAGE     
6/27/2021 ,ACCIDENT INVOLVING NON-INJURY      
6/27/2021 ,LEAVING SCENE PROPERTY DAMAGE      
6/27/2021 ,ACCIDENT HIT AND RUN               
6/27/2021 ,LEAVING THE SCENE OF AN ACCIDENT   
6/27/2021 ,ACCIDENT ON PRIVATE PROPERTY       
6/27/2021 ,IMPOUNDED VEHICLE                  
4/20/2021 ,DISORDERLY CONDUCT-ALL OTHER       
6/26/2021 ,ASSAULT-AGGRAVATED                 
6/25/2021 ,DECEPTIVE PRACTICES                
6/08/2021 ,CRISIS INTERVEN. - MENTAL ILLNESS  
6/08/2021 ,CRISIS INTERVEN. - OTHER           
6/08/2021 ,FIELD INTERVIEW                    
6/28/2021 ,LOST ARTICLES                      
6/27/2021 ,SUICIDE ATTEMPT/HANGING            
6/24/2021 ,HARASSMENT BY TELEPHONE            
6/28/2021 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
6/28/2021 ,SUICIDE ATTEMPT/DRUGS              
6/29/2021 ,CRIMINAL DAMAGE TO PROPERTY        
6/29/2021 ,DOMESTIC DISPUTE                   
6/27/2021 ,FAILURE TO REDUCE SPEED            
6/27/2021 ,ACCIDENT INVOLVING NON-INJURY      
3/10/2021 ,CRIMINAL DAMAGE TO PROPERTY        
3/10/2021 ,BATTERY-DOMESTIC                   
3/10/2021 ,BATTERY-DOMESTIC                   
3/10/2021 ,TRESPASS TO LAND/REAL PROPERTY     
3/10/2021 ,THEFT OF LOST/MISLAID PROPERTY     
3/10/2021 ,FAILURE TO YIELD AT INTERSECTION   
3/10/2021 ,ACCIDENT INVOLVING NON-INJURY      
3/10/2021 ,BATTERY-DOMESTIC                   
3/11/2021 ,DISORDERLY CONDUCT-ALL OTHER       
3/11/2021 ,CRIMINAL DAMAGE TO PROPERTY        
3/11/2021 ,CRISIS INTERVEN. - OTHER           
3/11/2021 ,USE OF TASER                       
3/11/2021 ,ASSAULT                            
3/11/2021 ,USE OF FORCE BY OFFICER            
3/10/2021 ,BATTERY-AGG DOMESTIC               
3/10/2021 ,WARRANT-IN STATE                   
4/29/2021 ,BATTERY-AGGRAVATED                 
4/29/2021 ,CRIMINAL DAMAGE TO PROPERTY        
4/30/2021 ,USE OF FORCE BY OFFICER            
4/30/2021 ,IMPROPER USE OF REGISTRATION       
4/30/2021 ,DRIVING UNDER SUSPENDED LICENSE    
4/30/2021 ,TRAFFIC SIGNAL VIOLATION           
4/30/2021 ,AVOIDED TRAFFIC CONTROL            
4/30/2021 ,RESIST/OBS CORRECT/POLICE/FIRE     
4/30/2021 ,FLEEING OR ATTEMPT TO ELUDE POLICE 
4/30/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
4/30/2021 ,IMPOUNDED VEHICLE                  
4/30/2021 ,ACCIDENT INVOLVING INJURY          
4/30/2021 ,DRIVING UNDER SUSPENDED LICENSE    
2/26/2021 ,FAILURE TO REDUCE SPEED            
2/23/2021 ,BATTERY-DOMESTIC                   
2/28/2021 ,BATTERY-DOMESTIC                   
2/28/2021 ,BATTERY-DOMESTIC                   
2/24/2021 ,CRIMINAL DAMAGE TO PROPERTY        
2/24/2021 ,BURGLARY RESIDENTIAL               
2/26/2021 ,CRIMINAL DAMAGE TO PROPERTY        
2/26/2021 ,BURGLARY RESIDENTIAL               
2/26/2021 ,RECOVERED PROPERTY ONLY            
2/15/2021 ,LOST ARTICLES                      
2/15/2021 ,LOST DRIVERS LICENSE/PLATE         
2/28/2021 ,CRIMINAL DEFACEMENT OF PROPERTY    
3/01/2021 ,ASSIST SICK & INJURED              
3/01/2021 ,HEROIN OVERDOSE                    
3/01/2021 ,IMPROPER LANE USAGE                
3/01/2021 ,DRIVING UNDER SUSPENDED LICENSE    
3/02/2021 ,CRISIS INTERVEN. - DOMESTIC TROUBLE
3/02/2021 ,DEATH INVESTIGATION                
3/03/2021 ,POSS OF DRUG PARAPHERNALIA -ORD    
3/03/2021 ,SEX OFFENDER-FAIL TO REGISTER      
2/24/2021 ,FORGERY                            
2/26/2021 ,LOST ARTICLES                      
2/13/2021 ,CRIMINAL DAMAGE TO PROPERTY        
3/02/2021 ,MOTOR VEH ANTI-THEFT LAWS (MISDEMEA
3/03/2021 ,BATTERY                            
3/04/2021 ,BATTERY                            
4/23/2021 ,ACCIDENT INVOLVING NON-INJURY      
4/19/2021 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
4/19/2021 ,SUICIDE THREAT-NO ATTEMPT          
6/27/2021 ,IMPOUNDED VEHICLE                  
6/21/2021 ,ROBBERY-ARMED                      
6/21/2021 ,UNLAWFUL USE OF WEAPONS            
6/26/2021 ,BATTERY-AGGRAVATED                 
1/09/2021 ,CURFEW ESTABLISHED                 
6/23/2021 ,FIELD INTERVIEW                    
6/23/2021 ,CRISIS INTERVEN. - MENTAL ILLNESS  
6/25/2021 ,DEATH INVESTIGATION                
6/07/2021 ,FIELD INTERVIEW                    
6/07/2021 ,CRISIS INTERVEN. - MENTAL ILLNESS  
6/23/2021 ,FIELD INTERVIEW                    
6/23/2021 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
6/27/2021 ,BURGLARY FROM MOTOR VEHICLE        
6/27/2021 ,BATTERY-DOMESTIC                   
6/27/2021 ,CRIMINAL DAMAGE TO PROPERTY        
6/28/2021 ,CANNABIS CONTROL-CASUAL DELIVERY   
6/25/2021 ,ACCIDENT INVOLVING INJURY          
6/25/2021 ,FAILURE TO YIELD FROM STOP SIGN    
6/26/2021 ,ASSAULT-AGGRAVATED                 
6/28/2021 ,WARRANT-IN STATE                   
6/28/2021 ,CONTROLLED SUBSTANCE-POSSESSION    
1/25/2021 ,ACCIDENT INVOLVING INJURY          
1/25/2021 ,IMPROPER LANE USAGE                
1/25/2021 ,ACCIDENT HIT AND RUN               
1/25/2021 ,LEAVING THE SCENE OF AN ACCIDENT   
1/25/2021 ,TRAFFIC SIGNAL VIOLATION           
1/24/2021 ,SPEEDING (RADAR)                   
1/24/2021 ,ASSIST SICK & INJURED              
1/24/2021 ,CRISIS INTERVEN. - DRUGS           
6/28/2021 ,ACCIDENT INVOLVING PEDESTRIAN      
6/28/2021 ,FAILURE TO YIELD PEDESTRIAN        
6/28/2021 ,ACCIDENT INVOLVING INJURY          
6/28/2021 ,SPECIFIC NOISE PROHIBITED          
6/24/2021 ,CRIMINAL DAMAGE TO PROPERTY        
6/29/2021 ,FORGERY                            
6/29/2021 ,BATTERY-DOMESTIC                   
1/25/2021 ,ACCIDENT INVOLVING NON-INJURY      
1/25/2021 ,IMPROPER BACKING                   
1/24/2021 ,THEFT-MOTOR VEHICLE                
1/24/2021 ,FRAUD-CREDIT CARD                  
1/27/2021 ,IMPOUNDED VEHICLE                  
1/27/2021 ,ACCIDENT HIT AND RUN               
1/27/2021 ,ACCIDENT INVOLVING NON-INJURY      
1/14/2021 ,BURGLARY RESIDENTIAL               
1/26/2021 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
1/27/2021 ,DOMESTIC DISPUTE                   
1/27/2021 ,UNLAWFUL POSS/USE WEAPON BY FELON  
1/27/2021 ,ASSAULT-AGGRAVATED                 
1/28/2021 ,CRIMINAL DAMAGE TO PROPERTY        
1/24/2021 ,BATTERY-DOMESTIC                   
1/06/2021 ,ACCIDENT INVOLVING NON-INJURY      
1/06/2021 ,ACCIDENT ON PRIVATE PROPERTY       
1/26/2021 ,ACCIDENT INVOLVING NON-INJURY      
1/31/2021 ,THEFT-MOTOR VEHICLE                
1/30/2021 ,FOUND ARTICLES                     
1/30/2021 ,LOST DRIVERS LICENSE/PLATE         
1/29/2021 ,THEFT-MOTOR VEHICLE                
1/29/2021 ,ASSAULT                            
1/27/2021 ,WARRANT-IN STATE                   
1/27/2021 ,POSS OF DRUG PARAPHERNALIA -ORD    
1/27/2021 ,SEX OFFENDER-FAIL TO REGISTER      
1/20/2021 ,FIELD INTERVIEW                    
1/20/2021 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
1/27/2021 ,IMPOUNDED VEHICLE                  
1/27/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
1/27/2021 ,ACCIDENT INVOLVING NON-INJURY      
1/27/2021 ,FAILURE TO REDUCE SPEED            
1/24/2021 ,SPEEDING (RADAR)                   
1/25/2021 ,CRIMINAL DAMAGE TO PROPERTY        
1/25/2021 ,BURGLARY FROM MOTOR VEHICLE        
1/24/2021 ,BURGLARY                           
1/24/2021 ,BURGLARY                           
1/24/2021 ,CRIMINAL DAMAGE TO PROPERTY        
1/29/2021 ,BATTERY-DOMESTIC                   
1/25/2021 ,ACCIDENT HIT AND RUN               
1/25/2021 ,ACCIDENT INVOLVING NON-INJURY      
1/30/2021 ,DRIVING UNDER THE INFL-ALCOHOL     
1/30/2021 ,DRIVING UNDER SUSPENDED LICENSE    
1/30/2021 ,IMPOUNDED VEHICLE                  
1/30/2021 ,IMPROPER LANE USAGE                
1/30/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
1/31/2021 ,DRIVING UNDER THE INFL-ALCOHOL     
1/31/2021 ,BREATH ALCOHOL OVER LIMIT          
1/31/2021 ,ACCIDENT ON PRIVATE PROPERTY       
1/31/2021 ,ACCIDENT INVOLVING INJURY          
1/31/2021 ,ACCIDENT INVOLVING NON-INJURY      
1/28/2021 ,ACCIDENT INVOLVING INJURY          
1/28/2021 ,FAILURE TO YIELD TURNING LEFT      
1/11/2021 ,ACCIDENT HIT AND RUN               
1/11/2021 ,LEAVING THE SCENE OF AN ACCIDENT   
1/11/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
1/11/2021 ,ACCIDENT INVOLVING NON-INJURY      
1/11/2021 ,FAILURE TO REDUCE SPEED            
1/28/2021 ,CRISIS INTERVEN. - SUICIDE IDEATION
1/29/2021 ,BATTERY-DOMESTIC                   
1/30/2021 ,ACCIDENT INVOLVING INJURY          
1/30/2021 ,OTHER TROUBLE/INFO RPT             
1/31/2021 ,BATTERY-DOMESTIC                   
1/25/2021 ,OTHER TROUBLE/INFO RPT             
3/27/2021 ,SEXUAL-ASSAULT-CRIMINAL            
3/28/2021 ,DISORDERLY CONDUCT-ALL OTHER       
3/28/2021 ,CONTROLLED SUBSTANCE-POSSESSION    
3/27/2021 ,DECEPTIVE PRACTICES                
3/28/2021 ,THEFT OF LOST/MISLAID PROPERTY     
3/29/2021 ,BURGLARY FROM MOTOR VEHICLE        
3/30/2021 ,FOUND ARTICLES                     
3/30/2021 ,FOUND ARTICLES                     
3/30/2021 ,DOMESTIC DISPUTE                   
3/30/2021 ,CRIMINAL DAMAGE TO PROPERTY        
3/30/2021 ,FOUND ARTICLES                     
3/11/2021 ,THEFT OVER $500                    
3/30/2021 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
3/30/2021 ,SUICIDE THREAT-NO ATTEMPT          
3/30/2021 ,BURGLARY                           
3/30/2021 ,CRIMINAL DAMAGE TO PROPERTY        
3/29/2021 ,BATTERY-DOMESTIC                   
3/31/2021 ,DRIVING UNDER REVOKED LICENSE      
3/14/2021 ,TRAFFIC SIGN VIOLATION             
3/31/2021 ,BURGLARY RESIDENTIAL               
3/31/2021 ,CRIMINAL DAMAGE TO PROPERTY        
3/31/2021 ,THEFT-RETAIL                       
3/30/2021 ,ACCIDENT INVOLVING NON-INJURY      
3/30/2021 ,DRIVING UNDER THE INFL-ALCOHOL     
3/30/2021 ,BREATH ALCOHOL OVER LIMIT          
3/30/2021 ,IMPOUNDED VEHICLE                  
3/30/2021 ,ACCIDENT HIT AND RUN               
4/01/2021 ,OTHER TROUBLE/INFO RPT             
4/01/2021 ,CRISIS INTERVEN. - PARENT/JUVENILE 
3/31/2021 ,ASSAULT -CITY                      
3/27/2021 ,ACCIDENT INVOLVING NON-INJURY      
3/27/2021 ,ACCIDENT W/NON-VEH PROP DAMAGE     
3/27/2021 ,TRAFFIC SIGNAL VIOLATION           
4/02/2021 ,IMPOUNDED VEHICLE                  
4/02/2021 ,ACCIDENT HIT AND RUN               
4/02/2021 ,UNLAWFUL POSS/USE WEAPON BY FELON  
4/02/2021 ,ACCIDENT INVOLVING INJURY          
4/02/2021 ,UNLAWFUL USE OF WEAPONS            
4/02/2021 ,INTERFER W/REPORT DOM VIOLENCE     
4/02/2021 ,BATTERY-DOMESTIC                   
4/04/2021 ,VEHICULAR HIJACKING-AGGRAVATED     
4/04/2021 ,CRIMINAL DAMAGE TO PROPERTY        
4/04/2021 ,BATTERY-AGG DOMESTIC               
4/04/2021 ,CRIMINAL DAMAGE TO PROPERTY        
4/04/2021 ,TRESPASS TO LAND/REAL PROPERTY     
4/04/2021 ,THEFT-LABOR OR SERVICES            
5/10/2021 ,BURGLARY RESIDENTIAL               
5/16/2021 ,BURGLARY FROM MOTOR VEHICLE        
5/18/2021 ,ROBBERY-ARMED                      
5/18/2021 ,THEFT-MOTOR VEHICLE                
5/18/2021 ,ASSAULT-AGGRAVATED                 
5/18/2021 ,CRIMINAL DAMAGE TO PROPERTY        
5/18/2021 ,AGG DISCHARGE OF FIREARM           
5/18/2021 ,HARASSMENT BY ELECTRONIC COMMUNICAT
5/17/2021 ,BATTERY-DOMESTIC                   
5/18/2021 ,THEFT $500 AND UNDER               
5/20/2021 ,DRIVING UNDER THE INFL-ALCOHOL     
5/20/2021 ,IMPOUNDED VEHICLE                  
5/20/2021 ,BREATH ALCOHOL OVER LIMIT          
5/20/2021 ,IMPROPER LANE USAGE                
5/20/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/20/2021 ,DRIVING UNDER SUSPENDED LICENSE    
5/13/2021 ,FAILURE TO REDUCE SPEED            
5/13/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/17/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/17/2021 ,FAILURE TO YIELD AT INTERSECTION   
5/13/2021 ,FIELD INTERVIEW                    
5/16/2021 ,FIELD INTERVIEW                    
5/20/2021 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
5/21/2021 ,BATTERY-AGG DOMESTIC               
5/21/2021 ,BATTERY-DOMESTIC                   
5/13/2021 ,THEFT OVER $500                    
5/22/2021 ,THEFT OVER $500                    
5/21/2021 ,BURGLARY RESIDENTIAL               
5/21/2021 ,CRIMINAL DAMAGE TO PROPERTY        
5/21/2021 ,BATTERY-AGGRAVATED                 
5/21/2021 ,AGG DISCHARGE OF FIREARM           
5/21/2021 ,CRIMINAL DAMAGE TO PROPERTY        
5/21/2021 ,BATTERY                            
5/21/2021 ,DISORDERLY CONDUCT-ALL OTHER       
5/21/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/21/2021 ,ACCIDENT HIT AND RUN               
5/14/2021 ,WARRANT-IN STATE                   
5/23/2021 ,BATTERY-DOMESTIC                   
2/25/2021 ,FOUND ARTICLES                     
2/28/2021 ,ARSON                              
2/28/2021 ,OBSTRUCTING JUSTICE                
2/28/2021 ,WARRANT-IN STATE                   
2/02/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/02/2021 ,ACCIDENT HIT AND RUN               
2/23/2021 ,FAILURE TO SIGNAL                  
2/23/2021 ,DRIVING UNDER SUSPENDED LICENSE    
2/23/2021 ,DRUG EQUIPMENT-POSSESSION          
2/21/2021 ,DRIVING UNDER SUSPENDED LICENSE    
3/01/2021 ,THEFT OVER $500                    
3/01/2021 ,BATTERY-AGG DOMESTIC               
3/01/2021 ,CONTROLLED SUBSTANCE-POSSESSION    
3/01/2021 ,CONTROLLED SUBSTANCE-LOOK-ALIKE    
3/01/2021 ,UNLAWFUL USE OF WEAPONS            
2/28/2021 ,FAILURE TO YIELD FROM STOP SIGN    
3/02/2021 ,OTHER TROUBLE/INFO RPT             
2/19/2021 ,FIELD INTERVIEW                    
2/16/2021 ,ACCIDENT HIT AND RUN               
2/16/2021 ,ACCIDENT INVOLVING NON-INJURY      
3/03/2021 ,DAMAGING PROPERTY                  
2/28/2021 ,THEFT $500 AND UNDER               
3/02/2021 ,WARRANT-IN STATE                   
4/23/2021 ,ACCIDENT INVOLVING NON-INJURY      
4/23/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
4/23/2021 ,FAILURE TO YIELD TURNING LEFT      
4/23/2021 ,IMPOUNDED VEHICLE                  
4/24/2021 ,IMPOUNDED VEHICLE                  
4/24/2021 ,TERRY STOPS                        
4/24/2021 ,DRIVING UNDER SUSPENDED LICENSE    
4/17/2021 ,DECEPTIVE PRACTICES                
4/23/2021 ,ROBBERY                            
4/23/2021 ,BATTERY-AGGRAVATED                 
4/19/2021 ,DECEPTIVE PRACTICES                
3/31/2021 ,DECEPTIVE PRACTICES                
4/23/2021 ,DECEPTIVE PRACTICES                
3/01/2021 ,DECEPTIVE PRACTICES                
4/23/2021 ,WARRANT-IN STATE                   
1/23/2021 ,UNLAWFUL USE OF I.D.               
4/25/2021 ,UNLAWFUL RESTRAINT                 
4/25/2021 ,BATTERY-DOMESTIC                   
1/24/2021 ,UNLAWFUL USE OF I.D.               
4/25/2021 ,AGG DISCHARGE OF FIREARM           
4/25/2021 ,CRIMINAL DAMAGE TO PROPERTY        
4/27/2021 ,SEXUAL-ASSAULT-CRIMINAL            
4/25/2021 ,BATTERY-DOMESTIC                   
4/25/2021 ,VIOLATION OF BAIL BOND             
4/25/2021 ,SEXUAL-ASSAULT-CRIMINAL            
4/25/2021 ,DRIVING UNDER SUSPENDED LICENSE    
4/28/2021 ,BATTERY-DOMESTIC                   
4/28/2021 ,VIOLATION OF BAIL BOND             
4/26/2021 ,THEFT $500 AND UNDER               
4/18/2021 ,SPEEDING (RADAR)                   
4/23/2021 ,TRAFFIC SIGNAL VIOLATION           
4/27/2021 ,THEFT-MOTOR VEHICLE                
5/12/2021 ,IMPROPER LANE USAGE                
5/30/2021 ,SPEEDING (RADAR)                   
6/09/2021 ,TRAFFIC SIGNAL VIOLATION           
6/09/2021 ,FAILURE TO YIELD TURNING LEFT      
6/09/2021 ,ACCIDENT INVOLVING INJURY          
6/09/2021 ,NO VALID DL DRIVERS LICENSE        
6/16/2021 ,ACCIDENT HIT AND RUN               
6/16/2021 ,ACCIDENT INVOLVING NON-INJURY      
6/17/2021 ,FOUND ARTICLES                     
6/18/2021 ,ACCIDENT HIT AND RUN               
6/18/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
6/18/2021 ,ACCIDENT INVOLVING INJURY          
6/18/2021 ,NO VALID DL DRIVERS LICENSE        
6/18/2021 ,MOTORCYCLE VIOLATIONS              
6/18/2021 ,IMPOUNDED VEHICLE                  
6/17/2021 ,ASSIST OTHER POLICE DEPT           
6/17/2021 ,TELEPHONE THREAT                   
6/18/2021 ,BATTERY-DOMESTIC                   
6/19/2021 ,WARRANT-IN STATE                   
6/19/2021 ,BATTERY-DOMESTIC                   
6/14/2021 ,BATTERY-AGG DOMESTIC               
6/17/2021 ,WARRANT-IN STATE                   
6/12/2021 ,BATTERY                            
6/15/2021 ,BATTERY-AGGRAVATED                 
6/15/2021 ,MOB ACTION                         
6/21/2021 ,UNLAWFUL POSS/USE WEAPON BY FELON  
6/21/2021 ,DOMESTIC DISPUTE                   
6/21/2021 ,BATTERY-DOMESTIC                   
6/21/2021 ,INTERFER W/REPORT DOM VIOLENCE     
6/20/2021 ,DAMAGING PROPERTY                  
6/15/2021 ,SEXUAL-ASSAULT-CRIMINAL            
2/19/2021 ,CRIMINAL DAMAGE TO PROPERTY        
2/19/2021 ,BATTERY-AGGRAVATED                 
2/20/2021 ,CRIMINAL DAMAGE TO PROPERTY        
2/20/2021 ,PROBATION VIOLATION                
2/21/2021 ,BATTERY-DOMESTIC                   
2/17/2021 ,WARRANT-IN STATE                   
2/20/2021 ,DECEPTIVE PRACTICES                
2/20/2021 ,BATTERY                            
2/20/2021 ,MOB ACTION                         
2/20/2021 ,BATTERY                            
2/16/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/16/2021 ,IMPROPER LANE USAGE                
2/21/2021 ,THEFT OVER $500                    
2/20/2021 ,CRIMINAL DAMAGE TO PROPERTY        
2/22/2021 ,CONTROLLED SUBSTANCE-POSSESSION    
2/22/2021 ,CONTROLLED SUBSTANCE-LOOK-ALIKE    
2/23/2021 ,SPECIFIC NOISE PROHIBITED          
2/13/2021 ,CRISIS INTERVEN. - MENTAL ILLNESS  
