Date Occurred ,Crime Description
2/28/2019 ,THEFT OVER $500                    
3/10/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
3/10/2019 ,NO VALID DL DRIVERS LICENSE        
3/10/2019 ,NO REGISTRATION                    
3/10/2019 ,TRAFFIC SIGNAL VIOLATION           
3/10/2019 ,DRIVING UNDER THE INFL-ALCOHOL     
3/10/2019 ,BREATH ALCOHOL OVER LIMIT          
3/10/2019 ,IMPOUNDED VEHICLE                  
3/07/2019 ,BATTERY-DOMESTIC                   
3/10/2019 ,ACCIDENT HIT AND RUN               
3/10/2019 ,ACCIDENT INVOLVING NON-INJURY      
3/10/2019 ,ACCIDENT INVOLVING OTHER CITY PROP 
3/10/2019 ,ACCIDENT W/NON-VEH PROP DAMAGE     
3/10/2019 ,IMPOUNDED VEHICLE                  
3/10/2019 ,IMPOUNDED VEHICLE                  
3/10/2019 ,CANCEL/SUSPEND/REVOKED REGISTRATION
3/10/2019 ,BATTERY-DOMESTIC                   
4/01/2019 ,IMPROPER LANE USAGE                
4/01/2019 ,NO REAR REGISTRATION LIGHT         
4/01/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
4/01/2019 ,EXPIRED REGISTRATION               
4/04/2019 ,RETAIL THEFT                       
4/04/2019 ,BATTERY-DOMESTIC                   
4/04/2019 ,TRESPASS TO LAND/REAL PROPERTY     
4/05/2019 ,ELECTRONIC COMMUNICATION-TEXTING   
5/09/2019 ,DRIVING UNDER REVOKED LICENSE      
5/09/2019 ,BATTERY-DOMESTIC                   
5/07/2019 ,WARRANT-IN STATE                   
5/05/2019 ,EXPIRED REGISTRATION               
5/09/2019 ,THEFT-RETAIL                       
5/09/2019 ,RESIST/OBS CORRECT/POLICE/FIRE     
5/09/2019 ,BURGLARY TOOLS-POSSESSION          
5/09/2019 ,USE OF FORCE BY OFFICER            
5/07/2019 ,THEFT-IDENTITY                     
5/07/2019 ,DECEPTIVE PRACTICES                
5/09/2019 ,PROPERTY FORFEITURE-MAINTAIN PUBLIC
5/09/2019 ,ASSIST AGENCY (OTHER)              
5/07/2019 ,ACCIDENT HIT AND RUN               
5/07/2019 ,ACCIDENT INVOLVING NON-INJURY      
5/08/2019 ,FIELD INTERVIEW                    
5/11/2019 ,BATTERY-DOMESTIC                   
5/11/2019 ,BATTERY-DOMESTIC                   
5/04/2019 ,FRAUD-CREDIT CARD                  
5/06/2019 ,THEFT $500 AND UNDER               
5/10/2019 ,BATTERY-AGGRAVATED                 
5/10/2019 ,ASSAULT-AGGRAVATED                 
5/10/2019 ,ASSAULT-AGGRAVATED                 
5/10/2019 ,ASSAULT-AGGRAVATED                 
5/10/2019 ,ASSAULT-AGGRAVATED                 
5/10/2019 ,ASSAULT-AGGRAVATED                 
5/10/2019 ,ASSAULT-AGGRAVATED                 
5/11/2019 ,CRIMINAL DAMAGE TO PROPERTY        
5/07/2019 ,DECEPTIVE PRACTICES                
5/12/2019 ,WARRANT-IN STATE                   
6/12/2019 ,FAILURE TO YIELD TURNING LEFT      
6/12/2019 ,ACCIDENT INVOLVING NON-INJURY      
6/23/2019 ,ELECTRONIC COMMUNICATION-VOICE     
6/27/2019 ,SPEEDING (RADAR)                   
7/12/2019 ,IMPROPER USE OF SIGNAL             
7/12/2019 ,IMPROPER LANE USAGE                
7/12/2019 ,SPEEDING (RADAR)                   
7/14/2019 ,VOID FILE NUMBER                   
7/15/2019 ,ACCIDENT INVOLVING NON-INJURY      
7/15/2019 ,IMPROPER LANE USAGE                
7/17/2019 ,ASSAULT-AGGRAVATED                 
7/17/2019 ,DISORDERLY CONDUCT-ALL OTHER       
7/17/2019 ,THEFT-RETAIL                       
7/17/2019 ,BATTERY-AGGRAVATED                 
7/17/2019 ,VOID FILE NUMBER                   
7/15/2019 ,ACCIDENT INVOLVING NON-INJURY      
7/15/2019 ,ACCIDENT INVOLVING BICYLE          
7/15/2019 ,WARRANT-IN STATE                   
2/02/2019 ,UNLAWFUL USE OF I.D.               
7/08/2019 ,BURGLARY                           
7/17/2019 ,SUICIDE ATTEMPT-OTHER MEANS        
7/17/2019 ,CRISIS INTERVEN. - MENTAL ILLNESS  
7/17/2019 ,FAILURE TO REDUCE SPEED            
7/17/2019 ,ACCIDENT INVOLVING NON-INJURY      
6/03/2019 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
7/19/2019 ,WARRANT-IN STATE                   
7/19/2019 ,USE OF FORCE BY OFFICER            
7/19/2019 ,RESIST/OBS CORRECT/POLICE/FIRE     
7/19/2019 ,DRIVING UNDER SUSPENDED LICENSE    
2/08/2019 ,LOST DRIVERS LICENSE/PLATE         
2/08/2019 ,WARRANT-IN STATE                   
2/08/2019 ,TRESPASS TO LAND/REAL PROPERTY     
2/08/2019 ,RESIST/OBS CORRECT/POLICE/FIRE     
2/03/2019 ,SEAT BELT-DRIVER & PASSENGER       
2/21/2019 ,SALES OF TOBACCO TO MINORS         
2/28/2019 ,ASSIST OTHER POLICE DEPT           
3/05/2019 ,FAILURE TO REDUCE SPEED            
3/05/2019 ,ACCIDENT INVOLVING INJURY          
2/11/2019 ,THEFT-IDENTITY                     
3/06/2019 ,PROPERTY FORFEITURE-MAINTAIN PUBLIC
3/06/2019 ,ASSIST AGENCY (OTHER)              
3/06/2019 ,ACCIDENT HIT AND RUN               
3/06/2019 ,WARRANT-IN STATE                   
3/06/2019 ,IMPOUNDED VEHICLE                  
3/06/2019 ,FAILURE TO REDUCE SPEED            
3/06/2019 ,ACCIDENT INVOLVING INJURY          
3/06/2019 ,LEAVING SCENE PROPERTY DAMAGE      
3/01/2019 ,NO VALID DL DRIVERS LICENSE        
3/06/2019 ,DOMESTIC DISPUTE                   
3/01/2019 ,THEFT $500 AND UNDER               
3/07/2019 ,RESIST/OBS CORRECT/POLICE/FIRE     
3/07/2019 ,PEDESTRIAN WALKING ON ROADWAY      
3/07/2019 ,ACCIDENT HIT AND RUN               
3/07/2019 ,ACCIDENT INVOLVING NON-INJURY      
3/07/2019 ,LITTER DISP/RECEPTACLE             
3/07/2019 ,IMPROPER USE OF SIGNAL             
3/07/2019 ,DISORDERLY CONDUCT-ALL OTHER       
3/10/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
8/02/2019 ,DRIVING UNDER SUSPENDED LICENSE    
8/02/2019 ,IMPOUNDED VEHICLE                  
8/02/2019 ,POSS OF DRUG PARAPHENALIA          
8/02/2019 ,ACCIDENT W/NON-VEH PROP DAMAGE     
8/02/2019 ,ACCIDENT ON PRIVATE PROPERTY       
8/02/2019 ,ACCIDENT INVOLVING NON-INJURY      
8/02/2019 ,IMPROPER LANE USAGE                
8/02/2019 ,THEFT OVER $500                    
8/02/2019 ,ROBBERY                            
8/02/2019 ,HIT AND RUN                        
8/02/2019 ,DRIVING UNDER THE INFL-ALCOHOL     
8/02/2019 ,BREATH ALCOHOL OVER LIMIT          
8/02/2019 ,IMPOUNDED VEHICLE                  
8/02/2019 ,ACCIDENT W/NON-VEH PROP DAMAGE     
8/02/2019 ,ACCIDENT ON PRIVATE PROPERTY       
8/02/2019 ,ACCIDENT INVOLVING NON-INJURY      
7/11/2019 ,NO VALID DL DRIVERS LICENSE        
7/11/2019 ,SPEEDING (RADAR)                   
8/04/2019 ,NO VALID DL DRIVERS LICENSE        
8/04/2019 ,ILLEGAL TRANSPORTATION OF LIQUOR   
8/04/2019 ,POSSESSION OF STOLEN FIREARM       
8/04/2019 ,TRAFFIC SIGN VIOLATION             
8/04/2019 ,IMPOUNDED VEHICLE                  
8/04/2019 ,UNLAWFUL POSS/USE WEAPON BY FELON  
8/04/2019 ,WARRANT-IN STATE                   
8/04/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
7/26/2019 ,TRAFFIC SIGNAL VIOLATION           
7/26/2019 ,ACCIDENT INVOLVING NON-INJURY      
6/10/2019 ,VOID FILE NUMBER                   
2/28/2019 ,SPEEDING (RADAR)                   
3/01/2019 ,SPEEDING (RADAR)                   
3/01/2019 ,EXPIRED REGISTRATION               
3/05/2019 ,ROBBERY-ARMED                      
3/05/2019 ,CRISIS INTERVEN. - SUICIDE IDEATION
3/05/2019 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
3/01/2019 ,IMPROPER LANE USAGE                
3/02/2019 ,IMPROPER LIGHTING/ONE HEADLIGHT    
3/02/2019 ,NO TAILLIGHTS                      
3/06/2019 ,CRIMINAL DAMAGE TO PROPERTY        
4/02/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
4/02/2019 ,EXPIRED REGISTRATION               
4/02/2019 ,IMPOUNDED VEHICLE                  
4/02/2019 ,TERRY STOPS                        
4/02/2019 ,DRIVING UNDER SUSPENDED LICENSE    
4/02/2019 ,IMPOUNDED VEHICLE                  
4/01/2019 ,DECEPTIVE PRACTICES                
4/01/2019 ,THEFT OVER $500                    
3/31/2019 ,IMPROPER USE OF SIGNAL             
3/25/2019 ,NO REAR REGISTRATION LIGHT         
4/01/2019 ,VOID FILE NUMBER                   
3/31/2019 ,THEFT $500 AND UNDER               
4/01/2019 ,CRIMINAL DAMAGE TO PROPERTY        
3/25/2019 ,SPEEDING (RADAR)                   
3/25/2019 ,SPEEDING (RADAR)                   
3/26/2019 ,SPEEDING (RADAR)                   
4/03/2019 ,NO VALID DL DRIVERS LICENSE        
4/03/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
4/03/2019 ,IMPOUNDED VEHICLE                  
5/12/2019 ,DRIVING UNDER SUSPENDED LICENSE    
5/12/2019 ,IMPOUNDED VEHICLE                  
6/13/2019 ,NO VALID DL DRIVERS LICENSE        
6/13/2019 ,WARRANT-IN STATE                   
6/13/2019 ,IMPROPER LIGHTING/ONE HEADLIGHT    
6/13/2019 ,IMPOUNDED VEHICLE                  
6/13/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
6/13/2019 ,BATTERY-AGGRAVATED                 
5/26/2019 ,THEFT OVER $500                    
6/11/2019 ,THEFT-RETAIL                       
6/13/2019 ,CRIMINAL DAMAGE TO PROPERTY        
6/13/2019 ,ASSAULT-AGGRAVATED                 
6/13/2019 ,ASSAULT-AGGRAVATED                 
6/13/2019 ,ASSAULT-AGGRAVATED                 
6/13/2019 ,ASSAULT-AGGRAVATED                 
6/03/2019 ,IMPROPER USE OF SIGNAL             
6/05/2019 ,IMPROPER TURN AT INTERSECTION      
6/07/2019 ,SPEEDING (RADAR)                   
6/07/2019 ,TRAFFIC SIGN VIOLATION             
6/05/2019 ,FOUND ARTICLES                     
6/08/2019 ,NO REGISTRATION                    
6/08/2019 ,IMPROPER USE OF SIGNAL             
6/08/2019 ,SPEEDING (RADAR)                   
6/07/2019 ,IMPROPER USE OF SIGNAL             
6/15/2019 ,ACCIDENT INVOLVING NON-INJURY      
6/15/2019 ,NO VALID DL DRIVERS LICENSE        
6/15/2019 ,LEAVING SCENE PROPERTY DAMAGE      
6/15/2019 ,ACCIDENT ON PRIVATE PROPERTY       
6/15/2019 ,IMPOUNDED VEHICLE                  
7/19/2019 ,IMPOUNDED VEHICLE                  
7/09/2019 ,TRAFFIC SIGN VIOLATION             
7/09/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
7/07/2019 ,NO VALID DL DRIVERS LICENSE        
7/13/2019 ,LOST DRIVERS LICENSE/PLATE         
7/19/2019 ,SUICIDE THREAT-NO ATTEMPT          
7/19/2019 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
7/19/2019 ,DISORDERLY CONDUCT-ALL OTHER       
7/21/2019 ,AGGR UNLAWFUL USE OF WEAPON        
7/21/2019 ,USE OF FORCE BY OFFICER            
7/18/2019 ,TRAFFIC SIGN VIOLATION             
7/16/2019 ,TRAFFIC SIGN VIOLATION             
7/20/2019 ,USE OF FORCE BY OFFICER            
7/20/2019 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
8/23/2019 ,DRIVING WITHOUT LIGHTS             
8/23/2019 ,IMPOUNDED VEHICLE                  
8/23/2019 ,NO VALID DL DRIVERS LICENSE        
8/23/2019 ,DRIVING UNDER SUSPENDED LICENSE    
8/23/2019 ,IMPOUNDED VEHICLE                  
8/23/2019 ,SPEEDING (RADAR)                   
8/21/2019 ,ASSIST AGENCY (OTHER)              
8/21/2019 ,POSSESSION STOLEN PROPERTY         
8/22/2019 ,ASSIST SICK & INJURED              
8/22/2019 ,CRISIS INTERVEN. - OTHER           
8/22/2019 ,EOD CALLOUT                        
8/22/2019 ,ASSIST OTHER POLICE DEPT           
8/23/2019 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
8/23/2019 ,THEFT-RETAIL                       
8/23/2019 ,FUGITIVE FROM JUSTICE              
9/11/2019 ,CRISIS INTERVEN. - MENTAL ILLNESS  
9/11/2019 ,SUICIDE ATTEMPT/DRUGS              
9/11/2019 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
9/12/2019 ,HARASSMENT BY ELECTRONIC COMMUNICAT
9/11/2019 ,LOST DRIVERS LICENSE/PLATE         
8/29/2019 ,LOST DRIVERS LICENSE/PLATE         
9/12/2019 ,BURGLARY FROM MOTOR VEHICLE        
9/12/2019 ,THEFT-MOTOR VEHICLE                
9/12/2019 ,BURGLARY FROM MOTOR VEHICLE        
9/12/2019 ,AGG DISCHARGE OF FIREARM           
9/12/2019 ,CRIMINAL DAMAGE TO PROPERTY        
9/13/2019 ,CRIMINAL DAMAGE TO PROPERTY        
9/13/2019 ,CRIMINAL DAMAGE TO PROPERTY        
9/13/2019 ,MENTAL CASES-OTHER                 
9/13/2019 ,CRISIS INTERVEN. - MENTAL ILLNESS  
9/14/2019 ,ACCIDENT W/NON-VEH PROP DAMAGE     
9/14/2019 ,IMPOUNDED VEHICLE                  
9/14/2019 ,ACCIDENT INVOLVING NON-INJURY      
9/14/2019 ,ACCIDENT HIT AND RUN               
9/11/2019 ,FRAUD-CREDIT CARD                  
9/14/2019 ,DISORDERLY CONDUCT                 
9/14/2019 ,NO VALID DL LICENSE CLASSIFICATION 
9/14/2019 ,IMPOUNDED VEHICLE                  
10/11/2019,THEFT-RETAIL                       
10/11/2019,CRISIS INTERVEN. - MENTAL ILLNESS  
10/11/2019,DISORDERLY CONDUCT-ALL OTHER       
10/13/2019,THEFT GENERALLY                    
10/11/2019,BATTERY                            
10/13/2019,ACCIDENT INVOLVING NON-INJURY      
3/10/2019 ,DRIVING UNDER SUSPENDED LICENSE    
3/10/2019 ,IMPOUNDED VEHICLE                  
3/11/2019 ,NO VALID DL DRIVERS LICENSE        
3/11/2019 ,DRIVING WITHOUT LIGHTS             
3/11/2019 ,IMPOUNDED VEHICLE                  
3/10/2019 ,BATTERY-DOMESTIC                   
3/06/2019 ,WARRANT-IN STATE                   
3/09/2019 ,ACCIDENT HIT AND RUN               
3/09/2019 ,ACCIDENT ON PRIVATE PROPERTY       
3/09/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/01/2019 ,SPEEDING (RADAR)                   
4/05/2019 ,TRAFFIC SIGN VIOLATION             
4/05/2019 ,DRIVING UNDER SUSPENDED LICENSE    
4/05/2019 ,IMPOUNDED VEHICLE                  
4/05/2019 ,WARRANT-IN STATE                   
4/04/2019 ,FORGERY                            
4/04/2019 ,OTHER TROUBLE/INFO RPT             
3/28/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/06/2019 ,DRIVING UNDER REVOKED LICENSE      
4/06/2019 ,TRAFFIC SIGNAL VIOLATION           
4/06/2019 ,IMPOUNDED VEHICLE                  
3/27/2019 ,FOUND ARTICLES                     
4/06/2019 ,FOUND ARTICLES                     
3/19/2019 ,FOUND ARTICLES                     
4/05/2019 ,THEFT OF LOST/MISLAID PROPERTY     
4/05/2019 ,POSS OF DRUG PARAPHERNALIA -ORD    
4/05/2019 ,TERRY STOPS                        
4/05/2019 ,CONTROLLED SUBSTANCE-POSSESSION    
4/05/2019 ,CONTROLLED SUBSTANCE-LOOK-ALIKE    
3/23/2019 ,VOID FILE NUMBER                   
7/30/2019 ,TRAFFIC SIGN VIOLATION             
7/30/2019 ,THEFT OVER $500                    
8/30/2019 ,LOST DRIVERS LICENSE/PLATE         
9/01/2019 ,BURGLARY FROM MOTOR VEHICLE        
9/02/2019 ,JUVENILE OTHER                     
8/31/2019 ,MIP ALCOHOL/LIQUOR                 
8/29/2019 ,ACCIDENT W/NON-VEH PROP DAMAGE     
8/29/2019 ,ACCIDENT HIT AND RUN               
8/29/2019 ,ACCIDENT ON PRIVATE PROPERTY       
8/29/2019 ,ACCIDENT INVOLVING NON-INJURY      
8/30/2019 ,ACCIDENT INVOLVING NON-INJURY      
8/30/2019 ,ACCIDENT HIT AND RUN               
9/03/2019 ,THEFT $500 AND UNDER               
8/19/2019 ,FIELD INTERVIEW                    
9/03/2019 ,DECEPTIVE PRACTICES                
8/29/2019 ,WARRANT-IN STATE                   
9/03/2019 ,ENDANG LIFE/HEALTH OF CHILD        
9/03/2019 ,FORGERY                            
8/31/2019 ,TRAFFIC SIGNAL VIOLATION           
8/31/2019 ,ACCIDENT INVOLVING NON-INJURY      
8/20/2019 ,FAILURE TO YIELD FROM STOP SIGN    
9/02/2019 ,CRIMINAL DAMAGE TO PROPERTY        
9/05/2019 ,BURGLARY FROM MOTOR VEHICLE        
8/31/2019 ,FIELD INTERVIEW                    
8/31/2019 ,FIELD INTERVIEW                    
9/01/2019 ,FIELD INTERVIEW                    
8/31/2019 ,LOST DRIVERS LICENSE/PLATE         
9/03/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/03/2019 ,BATTERY-DOMESTIC                   
4/03/2019 ,BATTERY-DOMESTIC                   
4/05/2019 ,BATTERY-DOMESTIC                   
4/05/2019 ,CRISIS INTERVEN. - PARENT/JUVENILE 
4/06/2019 ,ROBBERY                            
4/07/2019 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
4/06/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/06/2019 ,IMPROPER TURN AT INTERSECTION      
4/06/2019 ,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN
4/08/2019 ,FOUND ARTICLES                     
3/27/2019 ,FOUND ARTICLES                     
5/03/2019 ,RETAIL THEFT                       
5/02/2019 ,UNLAWFUL RESTRAINT-AGGRAVATED      
5/05/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
5/05/2019 ,IMPOUNDED VEHICLE                  
5/05/2019 ,DRIVING UNDER SUSPENDED LICENSE    
5/05/2019 ,SPEEDING (RADAR)                   
5/03/2019 ,THEFT-RETAIL                       
5/04/2019 ,BATTERY                            
5/04/2019 ,THEFT-RETAIL                       
4/24/2019 ,CRISIS INTERVEN. - SUICIDE IDEATION
4/22/2019 ,D/L NOT ON PERSON                  
4/10/2019 ,RETAIL THEFT                       
5/02/2019 ,THEFT-MOTOR VEHICLE                
5/06/2019 ,FOUND ARTICLES                     
5/06/2019 ,FOUND ARTICLES                     
5/01/2019 ,IMPROPER PASSING                   
5/02/2019 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
5/05/2019 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
4/05/2019 ,DRIVING UNDER SUSPENDED LICENSE    
4/05/2019 ,IMPOUNDED VEHICLE                  
2/27/2019 ,SRO - YAC TRANSPORT                
2/27/2019 ,BATTERY-AGGRAVATED                 
3/27/2019 ,FOUND ARTICLES                     
4/05/2019 ,DOMESTIC DISPUTE                   
4/05/2019 ,CRIMINAL DAMAGE TO PROPERTY        
4/05/2019 ,BATTERY-DOMESTIC                   
4/05/2019 ,ENDANG LIFE/HEALTH OF CHILD        
4/05/2019 ,ASSIST OTHER POLICE DEPT           
4/04/2019 ,MISSING PERSON ADULT/MALE          
3/20/2019 ,THEFT OVER $500                    
3/20/2019 ,DECEPTIVE PRACTICES                
4/04/2019 ,BATTERY                            
4/06/2019 ,TRESPASS TO LAND/REAL PROPERTY     
4/06/2019 ,BATTERY-DOMESTIC                   
4/06/2019 ,LOST DRIVERS LICENSE/PLATE         
4/04/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/04/2019 ,TRAFFIC SIGN VIOLATION             
4/07/2019 ,IMPOUNDED VEHICLE                  
4/07/2019 ,AGG DISCHARGE OF FIREARM           
4/07/2019 ,ASSAULT-AGGRAVATED                 
4/07/2019 ,ASSAULT-AGGRAVATED                 
4/07/2019 ,ASSAULT-AGGRAVATED                 
4/07/2019 ,WARRANT-IN STATE                   
4/08/2019 ,DRIVING UNDER SUSPENDED LICENSE    
4/08/2019 ,WARRANT-IN STATE                   
4/08/2019 ,IMPOUNDED VEHICLE                  
4/08/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/02/2019 ,BATTERY-DOMESTIC                   
4/02/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/02/2019 ,IMPROPER LANE USAGE                
4/02/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
4/01/2019 ,SPEEDING (SCHOOL ZONE)             
3/28/2019 ,ACCIDENT INVOLVING INJURY          
3/28/2019 ,FAILURE TO REDUCE SPEED            
4/03/2019 ,CRIMINAL DAMAGE TO PROPERTY        
4/03/2019 ,OTHER TROUBLE/INFO RPT             
4/03/2019 ,TRESPASS TO LAND/REAL PROPERTY     
3/17/2019 ,PEDESTRIAN STOPS                   
3/17/2019 ,PEDESTRIAN STOPS                   
3/17/2019 ,TERRY STOPS                        
3/23/2019 ,PEDESTRIAN STOPS                   
3/30/2019 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
4/01/2019 ,SPEEDING (RADAR)                   
4/29/2019 ,IMPROPER LANE USAGE                
4/26/2019 ,IMPROPER LANE USAGE-ONE-WAY ST     
4/01/2019 ,FORGERY                            
4/25/2019 ,FAILURE TO SIGNAL                  
5/02/2019 ,TERRY STOPS                        
5/02/2019 ,DRIVING UNDER THE INFL-ALCOHOL     
5/02/2019 ,BREATH ALCOHOL OVER LIMIT          
5/02/2019 ,IMPOUNDED VEHICLE                  
4/27/2019 ,FRAUD-CREDIT CARD                  
4/29/2019 ,SPEEDING (RADAR)                   
4/26/2019 ,RETAIL THEFT                       
4/29/2019 ,ACCIDENT HIT AND RUN               
4/29/2019 ,ACCIDENT INVOLVING NON-INJURY      
8/19/2019 ,THEFT $500 AND UNDER               
8/24/2019 ,TRESPASS-RESIDENCE                 
8/16/2019 ,SPEEDING (RADAR)                   
8/25/2019 ,BATTERY-DOMESTIC                   
8/23/2019 ,BURGLARY RESIDENTIAL               
8/22/2019 ,FIELD INTERVIEW                    
8/22/2019 ,CRISIS INTERVEN. - OTHER           
8/24/2019 ,FORGERY                            
8/20/2019 ,SPEEDING (RADAR)                   
8/21/2019 ,FAILURE TO YIELD AT INTERSECTION   
8/21/2019 ,ACCIDENT INVOLVING NON-INJURY      
8/25/2019 ,THEFT $500 AND UNDER               
8/23/2019 ,IMPROPER LANE USAGE                
8/23/2019 ,ACCIDENT INVOLVING NON-INJURY      
8/24/2019 ,BATTERY-AGGRAVATED                 
9/20/2019 ,ENDANG LIFE/HEALTH OF CHILD        
9/21/2019 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
9/21/2019 ,SUICIDE ATTEMPT/DRUGS              
9/22/2019 ,FAILURE TO YIELD AT INTERSECTION   
9/22/2019 ,ACCIDENT INVOLVING NON-INJURY      
9/17/2019 ,FAILURE TO REDUCE SPEED            
9/17/2019 ,ACCIDENT INVOLVING NON-INJURY      
9/02/2019 ,IMPROPER LANE USAGE                
9/12/2019 ,UNLAWFUL USE OF WEAPONS            
9/12/2019 ,NO FOID CARD                       
9/12/2019 ,SEARCH WARRANT SERVICE             
9/12/2019 ,CONTROLLED SUBSTANCE-POSSESSION    
9/12/2019 ,DRUG EQUIPMENT-POSSESSION          
9/20/2019 ,BATTERY -CITY                      
6/14/2019 ,THEFT-MOTOR VEHICLE                
6/15/2019 ,IMPOUNDED VEHICLE                  
6/11/2019 ,THEFT OVER $500                    
6/11/2019 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
6/14/2019 ,ACCIDENT INVOLVING NON-INJURY      
6/14/2019 ,IMPROPER LANE USAGE                
6/12/2019 ,ACCIDENT INVOLVING NON-INJURY      
6/12/2019 ,FAILURE TO REDUCE SPEED            
6/05/2019 ,SPEEDING (RADAR)                   
6/16/2019 ,LOST ARTICLES                      
6/16/2019 ,ACCIDENT INVOLVING NON-INJURY      
6/16/2019 ,ACCIDENT HIT AND RUN               
6/13/2019 ,FIELD INTERVIEW                    
6/13/2019 ,FIELD INTERVIEW                    
5/26/2019 ,PEDESTRIAN STOPS                   
7/20/2019 ,FOUND ARTICLES                     
7/22/2019 ,AGGR UNLAWFUL USE OF WEAPON        
7/22/2019 ,BATTERY-AGGRAVATED                 
7/11/2019 ,ELECTRONIC COMMUNICATION-VOICE     
7/22/2019 ,BURGLARY FROM MOTOR VEHICLE        
7/11/2019 ,SPEEDING (RADAR)                   
7/20/2019 ,FIELD INTERVIEW                    
7/18/2019 ,FIELD INTERVIEW                    
7/22/2019 ,ASSAULT-AGGRAVATED                 
7/08/2019 ,PARKING-HANDICAP                   
7/21/2019 ,BURGLARY FROM MOTOR VEHICLE        
7/07/2019 ,THEFT-RETAIL                       
7/07/2019 ,DRIVING UNDER SUSPENDED LICENSE    
7/23/2019 ,BATTERY-AGGRAVATED                 
9/03/2019 ,FAILURE TO REDUCE SPEED            
9/05/2019 ,ASSIST SICK & INJURED              
9/01/2019 ,FIELD INTERVIEW                    
9/01/2019 ,FIELD INTERVIEW                    
9/01/2019 ,FIELD INTERVIEW                    
9/01/2019 ,FIELD INTERVIEW                    
9/06/2019 ,FAILURE TO REDUCE SPEED            
9/06/2019 ,ACCIDENT INVOLVING NON-INJURY      
9/06/2019 ,IMPOUNDED VEHICLE                  
9/06/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
9/04/2019 ,SPEEDING (RADAR)                   
9/04/2019 ,SPEEDING (RADAR)                   
9/05/2019 ,ELECTRONIC COMMUNICATION-VOICE     
10/03/2019,DECEPTIVE PRACTICES                
9/06/2019 ,PEDESTRIAN STOPS                   
10/01/2019,CRISIS INTERVEN. - OTHER           
10/01/2019,FIELD INTERVIEW                    
9/30/2019 ,CRISIS INTERVEN. - FAMILY          
9/30/2019 ,FIELD INTERVIEW                    
9/30/2019 ,CRISIS INTERVEN. - OTHER           
9/30/2019 ,FIELD INTERVIEW                    
9/03/2019 ,DEPOSITING MATERIAL ON HIGHWAY     
9/06/2019 ,IMPROPER USE OF REGISTRATION       
9/06/2019 ,NO VALID DL DRIVERS LICENSE        
9/06/2019 ,NO TAILLIGHTS                      
9/06/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
10/04/2019,FOUND ARTICLES                     
10/04/2019,FOUND ARTICLES                     
10/04/2019,FOUND ARTICLES                     
10/13/2019,NO REGISTRATION                    
10/13/2019,ELECTRONIC COMMUNICATION-VOICE     
10/13/2019,FAILURE TO REDUCE SPEED            
10/13/2019,OPERATE UNINSURED MOTOR VEHICLE    
10/11/2019,FAILURE TO REDUCE SPEED            
10/11/2019,ACCIDENT INVOLVING NON-INJURY      
10/14/2019,FAILURE TO REDUCE SPEED            
10/14/2019,ACCIDENT INVOLVING NON-INJURY      
10/10/2019,OPERATE UNINSURED MOTOR VEHICLE    
10/15/2019,IMPOUNDED VEHICLE                  
10/15/2019,ACCIDENT INVOLVING NON-INJURY      
10/15/2019,NO VALID DL DRIVERS LICENSE        
10/15/2019,IMPROPER BACKING                   
10/08/2019,IMPROPER LANE USAGE                
10/10/2019,SPEEDING (RADAR)                   
10/10/2019,SPEEDING (SCHOOL ZONE)             
10/10/2019,TELEPHONE THREAT                   
10/14/2019,BURGLARY FROM MOTOR VEHICLE        
10/15/2019,BATTERY-AGG DOMESTIC               
9/15/2019 ,LOST ARTICLES                      
10/14/2019,CRIMINAL DAMAGE TO PROPERTY        
